redone_eng_ngram_surp,redone_zh_ngram_surp
1.4044223,1.6189569
1.814179,2.0009315
1.4044223,5.3656597
2.6782155,2.0009315
2.1681285,1.6189569
3.877904,4.4676676
2.4984846,5.3656597
1.4044223,2.5225239
1.4044223,4.8605194
4.970582,2.0009315
2.291965,5.630717
3.6729465,1.7983218
4.0700817,4.669745
2.6782155,5.50172
3.032883,1.6189569
4.80335,5.630717
2.2074938,4.8605194
2.2074938,2.0287743
4.307396,2.0287743
4.1102786,5.3656597
2.0408018,4.436497
2.918483,2.6435702
2.4591918,2.6656568
2.6782155,5.2088337
2.291965,1.6189569
3.1333272,1.7983218
1.851445,5.3656597
4.800256,2.1462324
2.2250817,5.630717
1.851445,3.0190659
3.1333272,2.1462324
3.939329,5.3656597
4.800256,2.960785
2.1681285,5.630717
4.800256,4.4676676
3.6780522,5.630717
2.291965,5.3656597
1.4044223,1.7983218
2.415916,2.0009315
3.010745,5.630717
2.1681285,5.630717
4.26563,4.4676676
4.0989366,2.343508
4.0700817,5.50172
4.1789713,5.50172
2.1681285,5.3656597
6.1544275,4.4676676
2.6782155,5.630717
1.851445,1.6189569
2.1681285,2.1462324
1.4044223,4.4676676
2.1681285,5.50172
1.4044223,4.4676676
4.115872,2.0009315
3.010745,2.9488792
1.4044223,4.62111
1.851445,4.9487543
4.7672043,2.1462324
2.291965,5.630717
2.291965,1.7983218
5.0851774,1.7983218
1.4044223,5.630717
1.4044223,5.630717
6.618417,2.0009315
5.0659394,5.50172
5.540118,5.630717
5.4554744,5.3656597
5.260498,5.50172
1.4044223,5.630717
4.6752176,5.50172
1.4044223,4.62111
1.8430461,2.0009315
3.010745,3.7482193
1.4044223,4.20795
3.010745,2.0009315
2.1681285,4.62111
1.4044223,4.4676676
2.6782155,5.630717
5.0298457,1.6189569
6.1544275,4.5773764
4.5919046,5.630717
4.7229047,5.630717
3.1333272,5.630717
4.800256,5.3656597
1.851445,5.630717
2.291965,2.1462324
5.188303,1.7983218
2.1681285,5.630717
2.927896,4.4676676
1.851445,4.7245216
1.851445,4.058983
2.226341,2.1462324
2.554887,4.011261
4.115872,3.9682677
4.7338367,2.9488792
2.6782155,5.50172
4.684768,1.6189569
1.4044223,5.50172
3.7188442,2.0009315
3.9891176,5.50172
5.6129646,5.50172
2.4488244,4.669745
2.1681285,2.7304764
2.554887,4.669745
4.781648,3.9682677
2.291965,5.630717
4.307396,1.7983218
4.800256,5.3656597
4.307396,5.630717
1.728569,5.3656597
4.307396,4.173788
2.6782155,5.3656597
5.21399,1.6189569
3.6630464,5.630717
3.032883,3.5254197
2.1681285,5.50172
4.7338367,4.4676676
4.7338367,5.50172
5.540118,5.50172
3.4221182,5.3656597
4.7338367,4.2260942
6.618417,5.50172
2.5903785,4.8605194
0.8140271,2.9538004
6.0227604,2.5700052
2.291965,5.630717
2.2074938,1.7983218
1.851445,2.0287743
2.1253185,2.1462324
5.425752,2.7147827
1.8430461,2.1462324
2.2250817,5.2088337
5.5708637,3.0190659
5.1336865,5.630717
4.991209,5.50172
4.8865395,2.7688878
1.851445,5.2088337
3.010745,2.1462324
1.8430461,4.62111
1.851445,3.7482193
4.7338367,2.1462324
2.1253185,5.50172
2.226341,2.7147827
1.4044223,2.9668624
4.800256,2.0009315
4.800256,5.630717
4.8865395,5.630717
4.0700817,5.630717
4.3639207,5.50172
3.7909799,5.50172
2.4488244,1.7531074
1.4044223,2.7304764
4.800256,5.50172
1.4044223,4.787219
2.6782155,4.2450304
4.3639207,1.6189569
5.4342823,5.50172
1.4044223,5.50172
2.6782155,2.0009315
5.260498,1.6189569
3.010745,5.3656597
4.89071,4.20795
4.7338367,2.9730263
1.728569,5.50172
1.4044223,4.173788
5.384667,2.0009315
4.800256,5.630717
1.4044223,5.630717
5.246853,2.0009315
3.715344,4.9487543
3.010745,5.630717
2.6782155,4.62111
5.171985,1.6189569
2.226341,5.630717
3.796496,2.9668624
4.115872,5.3656597
2.6492352,2.9488792
1.8430461,5.3656597
2.6782155,3.7482193
3.6780522,1.6189569
1.4044223,5.3656597
4.7338367,2.0009315
2.6782155,5.50172
1.4044223,1.6189569
4.0958734,2.0009315
6.945077,4.8605194
1.4044223,5.50172
4.570744,2.0009315
6.618417,3.221102
3.348672,4.8605194
3.8882306,5.630717
2.9715788,5.2088337
3.475597,2.7304764
4.800256,2.7867815
4.307396,5.630717
3.9446537,5.3656597
2.1681285,5.50172
5.371793,4.4676676
2.1681285,5.0596094
2.1681285,4.4676676
1.4044223,4.4676676
2.4984846,2.0009315
1.4044223,4.285574
2.8503506,2.0009315
2.1681285,4.1905336
1.728569,4.4676676
6.083623,4.173788
2.4984846,5.630717
1.851445,2.467316
5.063363,2.1462324
3.1333272,5.3656597
2.1681285,5.3656597
2.5903785,2.996527
1.851445,2.9538004
1.851445,2.1462324
5.4342823,2.1462324
3.4221182,5.50172
4.8865395,4.2260942
1.851445,5.630717
2.9049714,2.1462324
2.554887,5.630717
3.6234782,3.9682677
4.734111,5.630717
1.4044223,5.630717
3.010745,2.6454587
3.7123814,4.20795
3.3396797,5.50172
1.851445,5.3656597
1.4044223,2.1462324
5.5708637,2.0009315
3.5642424,5.2088337
2.554887,5.630717
5.419875,3.9682677
1.4044223,5.50172
6.3442974,5.630717
4.5074034,5.630717
2.9049714,5.50172
