,sent_type,university,sent_id,aligned_to,original_sentence,translation,word_id,first_cs_word_form,first_cs_word_translation,frequency_negative_ln_first_cs_word_trans,surprisal_first_cs_word_trans,pos_tag_first_cs_word_trans,governor_first_cs_word_trans,deprel_first_cs_word_trans,surprisal_values,average_surprisal,bilingual_corpus_frequency_negative_log_first_cs_word,bilingual_corpus_frequency_negative_log_first_cs_word_trans,length_first_cs_word_form,length_first_cs_word_trans,dependency_distance,if_it_is_root,if_previous_word_is_punctuation,surprisal_of_previous_word
1631,non-code-switch,PSU,57,PSU_631, ,近 全新 洗衣 篮 $115 .,3,,洗衣,40.07807507685595,6.43881,NN,4,compound:nn,3.897481 5.605994 6.43881 3.079671 10.51329 3.135041,5.445047833333334,,10.402807236115915,,2,1,0,0.0,5.605994
1633,non-code-switch,PSU,7337,PSU_634, ,据说 每 次 还要 弄清楚 穿 什么 颜色 衣服 ?,8,,颜色,37.66312398878854,2.843575,NN,9,compound:nn,3.764717 3.165821 4.718449 5.090103 4.149926 4.667111 2.830144 2.843575 4.345211 5.468817,4.104387400000001,,10.625950787430126,,2,1,0,0.0,2.8301439999999998
1635,non-code-switch,PSU,6582,PSU_637, ,至少 一 个 要 选 yes .,5,,选,36.198381064559605,3.35005,VV,0,root,4.430718 1.768317 5.65866 4.316005 3.35005 7.35178 3.576346,4.350268,,10.91363285988191,,1,0,1,0.0,4.3160050000000005
1637,non-code-switch,PSU,6120,PSU_643, ,各位 亲 ， 邮件 请 说明 房子 的 地址 或 小区 名称 ， 并 做 简单 介绍 ， 谢谢 ！,9,,地址,37.3536967569415,4.205171,NN,12,conj,5.415995 2.405043 1.814862 5.511236 4.737673 4.686395 5.264954 1.138269 4.205171 2.886374 5.894734 4.264623 0.8797957 1.703573 3.40645 3.534316 1.504958 0.9863015 5.377486 1.941651,3.37799301,,8.54650924575029,,2,3,0,0.0,1.138269
1639,non-code-switch,PSU,7030,PSU_645, ,绝对 的 正品 ！,1,,绝对,36.352068366470135,4.705596,JJ,3,amod,4.705596 1.057609 6.86851 4.329556,4.24031775,,10.220485679321962,,2,2,0,,
1641,non-code-switch,PSU,1133,PSU_654, ,卧室 带 独立 卫浴 。,2,,带,35.138262413219955,4.493484,VV,0,root,6.527233 4.493484 3.923175 4.09746 1.378143,4.0838990000000015,,8.205582658779697,,1,0,1,0.0,6.527233
1643,non-code-switch,PSU,233,PSU_659, ,除了 风扇 有点 响 ， 没有 其他 问题 。,1,,除了,35.893178599291474,2.739851,P,4,case,2.739851 5.719918 5.687241 5.610585 0.8771456 3.074901 1.899855 3.053298 0.7251227,3.2653241444444436,,10.066334999494703,,2,3,0,,
1645,non-code-switch,PSU,3744,PSU_660, ,原价 $525 ， 现在 大 降价 到 $425 啦 ！,1,,原价,41.79421071197721,7.042348,NN,6,dep,7.042348 10.51329 1.197862 3.134579 3.385023 5.759735 1.64879 10.51329 4.957098 1.060173,4.921218799999999,,9.614349875751646,,2,5,0,,
1647,non-code-switch,PSU,5191,PSU_668, ,二 层 是 厨房 ， 客厅 ， 以及 一 个 小 卫生间 ；,4,,厨房,38.67293858270291,4.975889,NN,12,dep,3.222314 2.369772 1.7939 4.975889 1.118653 5.870231 0.8803964 2.437528 1.990611 5.787973 2.596043 6.61217 2.438937,3.238032107692308,,7.807552529159051,,2,8,0,0.0,1.7939
1649,non-code-switch,PSU,5883,PSU_670, ,厨房 ， 客厅 ， 各 个 公共 区域 都 收拾 的 比较 整洁 ， 各 人 的 房间 自己 收拾 。,1,,厨房,38.67293858270291,5.637844,NN,13,nmod:topic,5.637844 0.9667723 5.870231 0.8803964 3.377656 3.415946 3.484631 2.693583 1.349717 10.51329 1.397776 3.985933 5.149047 0.6255411 3.335535 3.200346 1.339175 3.524318 4.042741 10.51329 1.427697,3.653879323809525,,7.807552529159051,,2,12,0,,
1651,non-code-switch,PSU,2885,PSU_675, ,这些 家具 可以 折价 转卖 ， 具体 价格 可 商量 。,2,,家具,38.99879812241052,4.6974,NN,4,nsubj,3.169497 4.6974 3.700925 7.513884 6.159846 0.7911162 4.123446 3.290663 2.852976 5.750332 1.119376,3.9244964727272733,,7.397124631708758,,2,2,0,0.0,3.1694970000000002
1653,non-code-switch,PSU,893,PSU_676, ,地毯 已 于 一 个 月 前 更换 。,6,,月,32.88193675789676,1.2159959999999999,NN,8,nmod:prep,5.592087 2.409276 4.565649 3.06701 5.463608 1.215996 1.754776 4.842319 1.309704,3.357825,,7.885110763504925,,1,2,0,0.0,5.463608
1655,non-code-switch,PSU,93,PSU_677, ,买 菜 小 拖车 56 .,2,,菜,39.10179060502465,5.094894999999999,NN,4,compound:nn,4.968837 5.094895 4.260427 6.043305 10.51329 3.135041,5.669299166666666,,10.91363285988191,,1,2,0,0.0,4.968837000000001
1657,non-code-switch,PSU,828,PSU_680, ,小区 业主 是 一 位 和善 的 大娘 。,4,,一,31.93797259339581,1.300497,CD,6,nummod,5.445959 5.580643 1.776242 1.300497 0.8896266 5.900565 0.6802878 7.324685 1.955411,3.428212933333333,,5.4640260457876435,,1,2,0,0.0,1.7762419999999999
1659,non-code-switch,PSU,5503,PSU_684, ,楼 主 两 点 半 考试 ， 三点 结束 差不多 .,2,,主,35.21429177873199,3.39245,JJ,3,amod,5.387967 3.39245 3.573462 3.152173 1.844142 5.944855 0.7681618 10.51329 3.651341 6.10384 3.278555,4.328203345454545,,9.121873390653851,,1,1,0,0.0,5.387967
1661,non-code-switch,PSU,6182,PSU_687, ,问 一下 学校 的 健身 卡 怎么 会 没有 照片么 ？,5,,健身,39.21189458717964,5.415993,NN,6,compound:nn,4.683601 3.930494 3.873837 1.110741 5.415993 4.552032 5.742805 3.823725 3.672117 10.51329 3.961602,4.661839727272726,,9.527338498762015,,2,1,0,0.0,1.110741
1663,non-code-switch,PSU,5776,PSU_689, ,车 很 频繁 。,3,,频繁,37.93379792227485,3.187247,VA,0,root,4.722855 3.490433 3.187247 0.615424,3.003989750000001,,11.319097967990071,,2,0,1,0.0,3.4904330000000003
1665,non-code-switch,PSU,4560,PSU_691, ,尺寸 和 价格 请 看 图片 。,6,,图片,38.37506245860639,3.944903,NN,5,dobj,5.194147 1.68708 2.415227 4.588302 2.227534 3.944903 1.032649,3.0128345714285714,,9.016512874996026,,2,1,0,0.0,2.227534
1667,non-code-switch,PSU,4055,PSU_692, ,车况 信息 透明 ， 可 提供 维修 维护 信息 。,9,,信息,34.73723927449194,3.446329,NN,8,dobj,6.636354 4.104748 3.484183 0.7621061 2.142327 2.043855 3.734654 4.185783 3.446329 0.629897,3.1170236099999995,,8.515737587083537,,2,1,0,0.0,4.185783
1669,non-code-switch,PSU,4573,PSU_693, ,房东 是 美国 白人 大叔 ， 热情 友好 ， 喜欢 和 人 聊天 ， 是 联系 口语 的 好 机会 哦 。,17,,口语,39.4000962243704,6.037158,NN,20,nmod:assmod,6.258925 2.096591 1.989342 3.10691 6.696042 1.058595 5.354186 2.929718 0.726807 4.135026 2.133184 1.288441 4.739281 0.5446526 2.335333 4.432056 6.037158 1.263706 3.862689 1.212014 5.326433 1.335792,3.1301309818181817,,10.91363285988191,,2,3,0,0.0,4.432055999999999
1671,non-code-switch,PSU,3466,PSU_696, ,没错 的 ， 可以 用 这个 邮箱 联系 。,7,,邮箱,41.26464014473956,5.692889,NN,8,compound:nn,6.527233 1.704265 2.064798 2.260761 1.564328 2.366527 5.692889 4.667508 0.6328061,3.0534572333333334,,9.614349875751646,,2,1,0,0.0,2.366527
1673,non-code-switch,PSU,2897,PSU_698, ,我 也 只是 给 老板 办事 而已 。,5,,老板,38.018980813257606,4.153719000000001,NN,6,nmod:prep,3.527254 2.296368 2.746838 2.88069 4.153719 5.522166 3.592963 0.2358848,3.11948535,,11.319097967990071,,2,1,0,0.0,2.88069
1675,non-code-switch,PSU,3264,PSU_701, ,厨房 有 冰箱 、 烤箱 、 微波炉 、 厨具 。,9,,厨具,44.57092726661872,5.285302,NN,2,dobj,5.637844 2.333195 5.864035 0.9058889 5.668627 0.5183236 4.997145 0.30103 5.285302 1.346128,3.28575185,,10.220485679321962,,2,7,0,1.0,4.997145
1677,non-code-switch,PSU,7006,PSU_702, ,可以 自己 网上 申请 。,4,,申请,35.9748269155161,2.799034,VV,0,root,3.535944 3.409185 5.330216 2.799034 1.233691,3.261614,,8.793369323681816,,2,0,1,0.0,5.330216
1679,non-code-switch,PSU,2676,PSU_706, ,大家 有 打 网球 的 朋友 也 希望 帮忙 推荐 一下 哦 ， 如果 是 老外 也 没 问题 ， 正好 还 可以 练习 英语 。,3,,打,36.09062018910909,4.419669,VV,6,acl,4.683601 2.536275 4.419669 5.161407 1.905954 3.398161 2.064362 2.923769 4.537266 3.788718 5.544548 6.293798 0.4021361 3.233673 1.637225 6.924021 2.933695 2.920441 4.61603 0.5985613 4.622024 2.826488 1.728233 4.49266 2.964854 1.593345,3.413496707692308,,9.709660055555974,,1,3,0,0.0,2.536275
1681,non-code-switch,PSU,3451,PSU_707, ,我 要 穿衣镜,3,,穿衣镜,45.246055941675976,8.909393,VV,0,root,3.527254 1.496631 8.909393,4.644426,,11.319097967990071,,3,0,1,0.0,1.496631
1683,non-code-switch,PSU,3212,PSU_709, ,） 室内 照片 小区 业主 是 一 位 和善 的 大娘 。,7,,一,31.93797259339581,1.300497,CD,9,nummod,4.562703 5.967882 4.804121 6.263636 5.521349 1.776242 1.300497 0.8896266 5.900565 0.6802878 7.324685 1.955411,3.9122504500000006,,5.4640260457876435,,1,2,0,0.0,1.7762419999999999
1685,non-code-switch,PSU,441,PSU_715, ,四 人间 两 个 共享 浴室 。,5,,共享,38.15434948207743,4.9086050000000006,VV,0,root,3.20292 5.362103 3.639192 0.6215063 4.908605 3.788822 1.046625,3.2242533285714283,,10.91363285988191,,2,0,1,0.0,0.6215063
1687,non-code-switch,PSU,335,PSU_716, ,最近 几 天 不 在 村子 哈,4,,不,32.399735563809855,2.828869,AD,5,neg,3.68954 1.823366 1.66956 2.828869 4.045619 4.895896 5.133121,3.440853,,6.498816402385034,,1,1,0,0.0,1.66956
1689,non-code-switch,PSU,3740,PSU_719, ,非常 适合 一 家 人 居住 ， 接待 朋友 或 家人 来访 。,5,,人,32.449927172699674,3.529869,NN,2,dobj,4.495176 5.640717 2.984932 5.212772 3.529869 3.07426 0.8016323 5.256234 4.955942 2.290068 0.8653014 3.606985 1.072955,3.3682187461538464,,6.894251336133263,,1,3,0,0.0,5.212772
1691,non-code-switch,PSU,1589,PSU_724, ,现 需要 一 间 卧室 ， 优先 考虑 学校 北面 。,3,,一,31.93797259339581,2.017354,CD,5,nummod,3.529129 4.743778 2.017354 2.035676 3.260066 0.7366862 5.108589 1.09691 3.971604 4.770082 1.696144,2.9969107454545454,,5.4640260457876435,,1,2,0,0.0,4.743778
1693,non-code-switch,PSU,3786,PSU_725, ,房子 是 今年 新 装修 的 ， 新 地毯 新 厨房 设施 。,12,,设施,35.96312358280597,4.616936,NN,0,root,5.512905 1.981544 4.396418 2.981288 5.789537 1.496184 2.097119 3.58812 6.414489 3.853178 4.973929 4.616936 0.6950723,3.7228245615384616,,9.239656426310237,,2,0,1,0.0,4.973929
1695,non-code-switch,PSU,3589,PSU_728, ,有无 邮箱 联系 ？,2,,邮箱,41.26464014473956,6.061111,NN,3,compound:nn,6.527233 6.061111 4.667508 3.590115,5.21149175,,9.614349875751646,,2,1,0,0.0,6.527233
1697,non-code-switch,PSU,376,PSU_729, ,草坪 护理 。,1,,草坪,39.8818839561415,5.886801999999999,NN,2,nsubj,5.886802 5.543429 1.482834,4.304355,,10.91363285988191,,2,1,0,,
1699,non-code-switch,PSU,8057,PSU_730, ,吸尘器 打印机 也 需要,3,,也,32.843600245744305,1.8593389999999999,AD,4,advmod,7.042348 5.821643 1.859339 2.925512,4.4122105000000005,,6.918494947743255,,1,1,0,0.0,5.821643
1701,non-code-switch,PSU,3329,PSU_733, ,小区 门口 有 两 个 公交 车站 ， 交通 非常 方便 。,11,,方便,36.99239535411283,0.763428,VA,3,conj,5.445959 2.721768 1.723753 1.67129 0.4321387 4.424304 4.260212 0.6448234 3.317762 1.658011 0.763428 0.2552725,2.276560133333333,,7.708180055345847,,2,8,0,0.0,1.6580110000000001
1703,non-code-switch,PSU,6647,PSU_738, ,本人 工作 需要 ， 将 从 村里 搬出 。,7,,村里,38.826926907152526,5.09566,NN,8,nmod:prep,5.073573 4.024487 2.825688 0.5057665 1.926659 2.75324 5.09566 6.307842 1.319453,3.314707611111112,,9.179031804493803,,2,1,0,0.0,2.7532400000000004
1705,non-code-switch,PSU,5097,PSU_740, ,个人 认为 是 各 品牌 入门 款 中 最 具 性价比 的 。,4,,各,33.568230827656734,3.687045,DT,5,det,4.160723 2.840332 0.8812118 3.687045 3.499019 5.934081 1.869232 2.310333 2.311717 1.30218 5.614857 1.384727 2.06917,2.9126636769230765,,7.951802138003598,,1,1,0,0.0,0.8812118
1707,non-code-switch,PSU,1261,PSU_742, ,发 的 人 不对 ， 发 的 内容 也 不 会 对 。,3,,人,32.449927172699674,2.558302,NN,4,compound:nn,4.642696 1.632815 2.558302 5.492135 0.9366648 4.443896 2.486382 3.215223 1.909786 1.896267 2.9237 2.453911 2.83146,2.8787106,,6.894251336133263,,1,1,0,0.0,1.632815
1709,non-code-switch,PSU,3705,PSU_746, ,有 独立 的 卫生间 ！,4,,卫生间,40.048561780914675,4.020169999999999,NN,1,dobj,2.715695 3.637303 0.2972204 4.02017 4.698318,3.07374128,,7.694757035013707,,3,3,0,0.0,0.2972204
1711,non-code-switch,PSU,3709,PSU_748, ,联系 方式 ： ann .,1,,联系,35.04201754706734,5.6889970000000005,NN,2,compound:nn,5.688997 4.478161 1.962407 7.304127 3.473709,4.581480200000001,,7.008298842604558,,2,1,0,,
1713,non-code-switch,PSU,1132,PSU_754, ,环境 优美 ， 附近 就 有 个 小 公园 ， 夏天 可以 打球 跑步 。,8,,小,34.79387678814236,1.893947,JJ,9,amod,4.415995 6.183209 0.5811261 4.063676 3.426306 0.5228788 3.245939 1.893947 3.321954 0.5781478 4.990954 1.965141 6.517073 6.537569 1.093422,3.289155846666666,,8.183603752060922,,1,1,0,0.0,3.245939
1715,non-code-switch,PSU,7531,PSU_755, ,请 问 九月 十一 号 上午 可以 去 匹兹堡 机场 吗,3,,九月,42.41705313015611,4.9527220000000005,NT,6,compound:nn,4.366777 4.6344 4.952722 2.11292 5.088786 4.321324 4.195248 3.06771 5.197687 2.96453 5.631822,4.230356909090909,,10.91363285988191,,2,3,0,0.0,4.6344
1717,non-code-switch,PSU,6221,PSU_758, ,房租 是 直接 交给 房东,3,,直接,34.8921532244105,3.366707,AD,4,advmod,6.258925 2.959615 3.366707 3.432033 6.188133,4.4410826,,8.228055514631755,,2,1,0,0.0,2.9596150000000003
1719,non-code-switch,PSU,119,PSU_762, ,房间 宽敞 明亮 ， 有 家具 ， 可 拎包 入住 。,6,,家具,38.99879812241052,5.540351,NN,5,dobj,5.415995 3.491162 6.150042 0.9867338 2.450217 5.540351 1.195986 2.788951 10.51329 5.243498 0.9292497,4.064134136363637,,7.397124631708758,,2,1,0,0.0,2.450217
1721,non-code-switch,PSU,4406,PSU_765, ,非常 奇怪 ， 没有 附件 。,5,,附件,38.407021632373926,5.849595,NN,4,dobj,4.495176 3.129832 0.3521825 3.198687 5.849595 0.9491778,2.99577505,,10.402807236115915,,2,1,0,0.0,3.198687
1723,non-code-switch,PSU,6799,PSU_766, ,一般 正常 工作 前 会 这个 最 基础 的 就 足够 啦 。,2,,正常,36.05959382825216,3.3325410000000004,JJ,3,amod,3.153544 3.332541 1.754546 3.716479 2.969943 4.597153 3.670275 2.90196 0.139662 4.173329 2.900576 6.380342 1.480813,3.1670125384615377,,10.91363285988191,,2,1,0,0.0,3.1535439999999997
1725,non-code-switch,PSU,5117,PSU_767, ,比如 什么 样子 是 骗子 .,5,,骗子,41.162435342816856,4.795223,NN,0,root,4.311053 4.603936 2.224447 2.548 4.795223 3.865637,3.724716,,9.932803606870179,,2,0,1,0.0,2.548
1727,non-code-switch,PSU,1885,PSU_772, ,您 会 填写 一些 问卷,5,,问卷,38.6597187832764,6.070632,NN,3,dobj,5.160723 2.41407 5.94963 3.734113 6.070632,4.665833599999999,,11.319097967990071,,2,2,0,0.0,3.734113
1729,non-code-switch,PSU,2728,PSU_773, ,诚意 求购 自行车 一 辆 ， 好 骑 ， 刹车 正常 。,5,,辆,37.24753143150178,2.358143,M,4,mark:clf,7.042348 7.289408 4.807649 3.243711 2.358143 2.01407 4.266584 5.31547 1.23976 5.804835 4.742464 1.504228,4.135722499999999,,10.066334999494703,,1,1,0,0.0,3.2437110000000002
1731,non-code-switch,PSU,4256,PSU_777, ,有 工作 经验 、 实习 经历 或 学生会 活动 经历 优先 ；,8,,学生会,39.5831401053937,5.409674,NN,9,compound:nn,2.715695 4.325876 1.99632 1.372605 4.720575 2.89538 3.040546 5.409674 2.405144 5.377539 5.5079 2.770994,3.5448540000000004,,12.012245148550015,,3,1,0,0.0,3.040546
1733,non-code-switch,PSU,3666,PSU_778, ,小区 物 管 热心 、 负责 ， 卫生 条件 好 ， 维修 免费 。,6,,负责,35.409162354589846,4.226429,VV,3,conj,5.445959 4.782367 3.449018 5.722521 2.048664 4.226429 2.3459 5.270468 5.020405 2.68038 0.2325726 5.095669 5.059433 1.718006,3.7926994,,9.239656426310237,,2,3,0,1.0,5.7225209999999995
1735,non-code-switch,PSU,4342,PSU_780, ,我 有 发 短信 ， 但 没有 收到 回复,3,,发,34.92896808073729,4.5468589999999995,VV,2,ccomp,3.527254 2.296368 4.546859 5.967611 0.9125659 1.447743 1.9454 2.895129 2.380019,2.879883211111112,,8.716408282545688,,1,1,0,0.0,2.296368
1737,non-code-switch,PSU,6772,PSU_781, ,包括 两 间 卧室 ， 一 间 客厅 和 一 间 浴室 。,8,,客厅,39.62193529485629,3.666576,NN,12,conj,3.748231 2.158059 1.80618 2.529841 0.7366862 2.14178 2.233454 3.666576 1.358081 2.646621 1.695744 3.666576 1.06923,2.26592763076923,,7.6302185138761365,,2,4,0,0.0,2.233454
1739,non-code-switch,PSU,4520,PSU_782, ,没有 宠物 ， 没有 车 。,4,,没有,33.50381835591125,3.167125,VE,1,conj,3.923701 5.747526 1.061551 3.167125 4.156371 1.167409,3.203947166666667,,7.721785707401626,,2,3,0,1.0,5.747526000000001
1741,non-code-switch,PSU,3880,PSU_783, ,车况 很 好 ， 平时 很 爱惜 车 。,3,,好,33.99205262349187,3.5596330000000003,VA,0,root,6.636354 3.924563 3.559633 1.364868 4.404565 2.293717 4.687117 4.289419 1.132511,3.588083,,6.786498474836817,,1,0,1,0.0,3.9245629999999996
1743,non-code-switch,PSU,932,PSU_787, ,能 不 能 看 一下 沙发 ？,5,,一下,36.24544767217739,2.899895,AD,4,advmod,4.097932 3.051793 2.756767 3.351199 2.899895 6.06381 4.497517,3.816987571428572,,8.228055514631755,,2,1,0,0.0,3.351199
1745,non-code-switch,PSU,8062,PSU_788, ,楼主 确定 行程 没 ？,3,,行程,39.58720110037492,5.366212,NN,2,dobj,6.527233 4.38048 5.366212 4.931968 3.184762,4.8781310000000015,,12.012245148550015,,2,1,0,0.0,4.38048
1747,non-code-switch,PSU,1857,PSU_800, ,欢迎 各位 有意 归国 发展 的 国际 关系 和 经济学 博士 、 硕士 加盟 丝 路 国家 战略 研究 中心 。,13,,硕士,37.845306216522964,0.8906806999999999,NN,14,compound:nn,5.269867 3.501758 5.233011 5.49263 4.356121 1.141386 2.916863 3.83629 2.262413 3.914287 1.670719 1.439333 0.8906807 6.098958 5.154808 4.202173 4.094807 2.994595 2.167716 1.746004 1.283149,3.3175032714285715,,10.625950787430126,,2,1,0,1.0,1.6707189999999998
1749,non-code-switch,PSU,5609,PSU_801, ,毕业 诚心 卖 车 啦 ！,1,,毕业,36.23960286143689,3.007416,NN,3,nsubj,3.007416 8.826199 4.890148 4.472456 5.653203 1.060173,4.651599166666667,,8.793369323681816,,2,2,0,,
1751,non-code-switch,PSU,8116,PSU_802, ,访问 学者 ， 博士 ， 单 男 。,4,,博士,37.0405947656678,4.486774,NN,1,dep,5.048018 4.615726 1.06419 4.486774 1.281674 4.333933 5.10137 1.40716,3.417355625,,11.319097967990071,,2,3,0,1.0,4.615726
1753,non-code-switch,PSU,5827,PSU_803, ,顶 一下 ， 更新 为 暑假 短 租 。,4,,更新,36.773567272044225,4.846991,VV,1,conj,4.495176 5.918941 0.6656599 4.846991 1.937989 5.389519 4.714805 5.854287 1.742426,3.951754877777778,,9.709660055555974,,2,3,0,1.0,5.918941
1755,non-code-switch,PSU,882,PSU_805, ,小区 背面 连接 这 公园 ， 可 烧烤 可 锻炼 可 散步 ， 环境 优美 ， 适合 学习 。,12,,散步,40.06850283593757,5.594633,NN,10,dobj,5.445959 5.403788 3.468028 2.878362 4.770287 1.033494 2.99054 6.689737 3.836405 4.439087 3.852353 5.594633 0.7031527 4.476849 6.16116 0.5811261 2.656226 3.494147 0.8177379,3.64700377368421,,10.220485679321962,,2,2,0,0.0,3.852353
1757,non-code-switch,PSU,3121,PSU_807, ,客厅 有 餐桌 沙发 茶几 ， 有 阳台 可以 晒 被子,11,,被子,41.015184477849566,6.654813000000001,NN,10,dobj,6.258925 3.365124 6.39381 6.207301 7.26439 1.007976 2.423042 5.03144 2.344845 6.086993 6.654813,4.821696272727274,,10.91363285988191,,2,1,0,0.0,6.086993
1759,non-code-switch,PSU,523,PSU_808, ,家里 有 两 个 冰箱 ， 厨房 ， 各 种 家具 洗浴 设施 特别 齐全 ， 房间 内 书桌 ， 灯 。,13,,设施,35.96312358280597,1.632763,NN,15,nsubj,5.336814 0.7988093 1.766036 0.4321387 5.659501 1.089533 5.435709 1.7682 3.359494 4.15782 5.099996 7.030414 1.632763 4.689929 6.391009 0.370216 5.130544 4.138082 6.950963 0.8406437 5.347682 1.466269,3.5860257136363636,,9.239656426310237,,2,2,0,0.0,7.030414
1761,non-code-switch,PSU,449,PSU_809, ,小区 条件 ： 新 装修 的 健身房 ， 各 种 健身 设备 齐全 ；,7,,健身房,42.05546202034585,5.624542,NN,13,nmod:topic,5.445959 4.643506 1.572178 3.81061 5.896875 1.496184 5.624542 1.389565 3.356245 4.15782 5.099996 2.0086 6.66492 2.519928,3.834780571428571,,9.373187818934758,,3,6,0,0.0,1.496184
1763,non-code-switch,PSU,7585,PSU_816, ,欢迎 品尝 ！,2,,品尝,41.21800381875945,6.8127070000000005,VV,1,ccomp,5.269867 6.812707 4.359218,5.480597333333333,,12.012245148550015,,2,1,0,0.0,5.269867
1765,non-code-switch,PSU,6245,PSU_831, ,只有 十 分钟 走路 的 距离 。,3,,分钟,37.01761816043719,5.492324,M,2,mark:clf,3.884516 2.632429 5.492324 6.580376 0.9941267 3.301252 0.7974038,3.3832039285714286,,7.986893457814867,,2,1,0,0.0,2.632429
1767,non-code-switch,PSU,990,PSU_834, ,有 人 取 ， 坐标 时代 广场 。,1,,有,32.225103221061445,2.715695,VE,0,root,2.715695 3.533183 3.966041 2.169403 5.015625 4.94045 4.772552 1.149593,3.5328177500000004,,5.50646108842179,,1,0,1,,
1769,non-code-switch,PSU,6333,PSU_835, ,客厅 有 电视机 ， 一 张 沙发 桌 ， 适合 朋友 聚会 。,7,,沙发,40.129688772312996,4.811299,NN,8,compound:nn,6.258925 3.365124 4.77629 0.428147 2.651408 2.168234 4.811299 6.090445 0.9303469 4.111989 4.808391 2.787393 1.042933,3.402378838461538,,9.815020571213797,,2,1,0,0.0,2.168234
1771,non-code-switch,PSU,2247,PSU_837, ,分享 一下 凌晨 收到 的 钓鱼 邮件 ： 打开 邮件 里 的 链接 后 显示 如下 ， 注意 网址 ：,6,,钓鱼,45.5452323935535,5.319676,NN,7,compound:nn,5.886802 4.187313 4.848494 5.443598 1.134248 5.319676 2.954175 3.218899 4.66859 3.921712 2.792665 0.629897 4.249554 2.764101 4.189548 3.525439 1.936443 4.966424 6.172502 1.258611,3.70343455,,12.012245148550015,,2,1,0,0.0,1.134248
1773,non-code-switch,PSU,6334,PSU_839, ,厨房 的 储藏 空间 也 非常 多 。,1,,厨房,38.67293858270291,5.637844,NN,4,nmod:assmod,5.637844 1.202862 5.389544 2.025805 2.331447 2.825315 1.728354 0.8634468,2.750577225,,7.807552529159051,,2,3,0,,
1775,non-code-switch,PSU,4616,PSU_844, ,站 短 联系 。,2,,短,36.67530627593985,5.657497,JJ,3,amod,4.239904 5.657497 5.411795 0.6328061,3.985500525,,8.967722710826594,,1,1,0,0.0,4.239904
1777,non-code-switch,PSU,5902,PSU_846, ,多少 刀 往返 ？,1,,多少,36.18482862635139,5.550694,CD,2,dep,5.550694 5.123401 5.331251 4.457873,5.1158047500000015,,9.527338498762015,,2,1,0,,
1779,non-code-switch,PSU,2163,PSU_850, ,小区 后面 有 不错 的 公园 。,6,,公园,37.838670619067905,4.391889,NN,3,dobj,5.445959 5.280092 1.523038 3.552506 0.06344721 4.391889 0.6264924,2.9833462299999995,,9.304194947447806,,2,3,0,0.0,0.06344721
1781,non-code-switch,PSU,569,PSU_851, ,邮箱 ： feiwang .,1,,邮箱,41.26464014473956,6.527233,NN,3,dep,6.527233 2.933994 10.51329 3.135041,5.7773895,,9.614349875751646,,2,2,0,,
1783,non-code-switch,PSU,7377,PSU_856, ,该 车 确实 比较 省 油 ， 顶 ！,2,,车,36.19710941805307,4.769677,NN,5,nsubj,2.399185 4.769677 5.356483 2.737104 4.200351 4.321918 1.480207 4.755121 4.912059,3.8813449999999996,,7.951802138003598,,1,3,0,0.0,2.3991849999999997
1785,non-code-switch,PSU,3882,PSU_859, ,不 是 很 了解 ， 恳请 指点 迷津 ！,8,,迷津,42.448165036573975,7.516955,NN,7,dobj,3.59865 2.539451 3.119504 3.447958 0.6300887 5.496404 5.980184 7.516955 4.443227,4.085824633333334,,12.012245148550015,,2,1,0,0.0,5.9801839999999995
1787,non-code-switch,PSU,1815,PSU_866, ,欢迎 随时 看 车 。,4,,车,36.19710941805307,4.473965,NN,3,dobj,5.269867 6.171178 4.651306 4.473965 1.132511,4.3397654,,7.951802138003598,,1,1,0,0.0,4.651306
1789,non-code-switch,PSU,5238,PSU_867, ,房子 带 家具 和 洗衣机 ， 可 拎包 入住 。,2,,带,35.138262413219955,4.588761,VV,0,root,5.512905 4.588761 4.988709 1.150293 5.147904 1.265185 2.76678 10.51329 5.243498 0.9292497,4.21065747,,8.205582658779697,,1,0,1,0.0,5.512905
1791,non-code-switch,PSU,701,PSU_868, ,可以 防止 加热 损伤 头发 。,2,,防止,36.59889570237141,3.18874,VV,0,root,3.535944 3.18874 5.089105 5.626748 5.715013 1.211081,4.061105166666667,,12.012245148550015,,2,0,1,0.0,3.535944
1793,non-code-switch,PSU,1113,PSU_870, ,寒假 期间 全 天 可以 约 时间 陪练 。,2,,期间,35.60297016626025,0.9513947,NN,6,nsubj,5.976814 0.9513947 4.420182 4.230812 3.148688 4.171723 5.041976 7.9321 1.098202,4.107987966666666,,10.625950787430126,,2,4,0,0.0,5.976814
1795,non-code-switch,PSU,6987,PSU_872, ,父母 在 家 工作 。,1,,父母,36.62070096183271,4.623604,NN,4,nsubj,4.623604 1.377972 3.961615 2.647973 1.258286,2.77389,,12.012245148550015,,2,3,0,,
1797,non-code-switch,PSU,7470,PSU_873, ,小区 周围 有 公园 ， 超市 ， 小学 ， 生活 便利 。,4,,公园,37.838670619067905,4.8559209999999995,NN,3,dobj,5.445959 3.50519 1.200656 4.855921 1.081801 5.731318 1.709078 4.379597 2.220393 3.241242 4.236036 1.06923,3.223035083333333,,9.304194947447806,,2,1,0,0.0,1.200656
