,sent_type,university,sent_id,aligned_to,original_sentence,translation,word_id,first_cs_word_form,first_cs_word_translation,frequency_negative_ln_first_cs_word_trans,surprisal_first_cs_word_trans,pos_tag_first_cs_word_trans,governor_first_cs_word_trans,deprel_first_cs_word_trans,surprisal_values,average_surprisal,bilingual_corpus_frequency_negative_log_first_cs_word,bilingual_corpus_frequency_negative_log_first_cs_word_trans,length_first_cs_word_form,length_first_cs_word_trans,dependency_distance,if_it_is_root,if_previous_word_is_punctuation,surprisal_of_previous_word
567,non-code-switch,CMU,5530,CMU_792, ,客厅 对面 是 教堂 ， 没有 住户 ， 隐私 较好 。,1,,客厅,39.62193529485629,6.258925,NN,2,compound:nn,6.258925 5.718194 1.294297 4.445642 0.8692317 3.419945 5.170699 0.328867 5.99763 5.8015 0.9611362,3.660551536363636,,7.6302185138761365,,2,1,0,,
569,non-code-switch,CMU,1968,CMU_797, ,毗邻 医院 ， 门口 随时 有 警察 叔叔 巡逻 ， 安全 有 保障 。,2,,医院,36.36111810219993,4.473763,NN,1,dobj,4.948634 4.473763 0.8775734 5.482752 5.557486 1.701856 4.128966 5.67021 5.358668 0.8831517 4.798801 3.034458 4.233019 0.7367586,3.706149764285714,,10.91363285988191,,2,1,0,0.0,4.948633999999999
571,non-code-switch,CMU,318,CMU_799, ,下面 是 我 房间 的 照片 啦 ， 有点 乱 ， 不过 走 的 时候 会 收拾 的 。,10,,乱,37.918290421200794,4.987065,VA,0,root,3.547939 0.4281976 3.209605 4.607491 0.726807 3.565118 5.837116 1.311841 5.083025 4.987065 0.752622 2.792118 4.702384 1.323748 1.375846 1.979327 10.51329 1.397776 2.06917,3.16897292631579,,11.319097967990071,,1,0,1,0.0,5.083025
573,non-code-switch,CMU,4661,CMU_802, ,请 告知 时间 地点 ， 联系 方式 。,3,,时间,34.550851541485784,3.557981,NN,4,compound:nn,4.366777 4.366092 3.557981 3.298221 1.699935 5.145634 4.510297 0.9791203,3.4905071625000006,,8.228055514631755,,2,1,0,0.0,4.366092
575,non-code-switch,CMU,5637,CMU_803, ,合同 和 公司 签订 ， 手续 简单 ， 国内 的 同学 可以 传真 合同 给 公司 。,1,,合同,35.49927516633567,5.3368139999999995,NN,4,nsubj,5.336814 2.254778 3.681206 2.962527 1.582609 6.207173 3.677161 1.011273 4.286206 1.117766 4.071691 2.750908 6.668786 5.128741 4.179426 3.152732 1.431701,3.500088117647058,,9.815020571213797,,2,3,0,,
577,non-code-switch,CMU,6971,CMU_806, ,价格 在 附件 里面 都 有 ， 公道 合理 。,1,,价格,34.93900346619293,5.177112999999999,NN,6,nsubj,5.177113 1.983033 5.42784 5.256728 2.135855 0.5942346 1.940914 6.501647 5.624052 1.284898,3.59263146,,8.323365694436081,,2,5,0,,
579,non-code-switch,CMU,2056,CMU_811, ,房子 是 租房 市场 上 少见 的 好 房子 。,1,,房子,37.40390285781066,5.512905,NN,9,nsubj,5.512905 1.981544 6.290605 2.432533 1.104502 4.487391 0.1014576 3.027837 4.182113 0.981707,3.0102594599999994,,7.084991463392812,,2,8,0,,
581,non-code-switch,CMU,4517,CMU_812, ,公寓 为 高层 ， 视野 超级 好 ！,7,,好,33.99205262349187,4.24185,VA,0,root,4.876083 2.213434 5.247699 1.396207 5.085682 5.12228 4.24185 2.515432,3.837333375,,6.786498474836817,,1,0,1,0.0,5.12228
583,non-code-switch,CMU,5963,CMU_814, ,本 毕业 服 工程 硕士 橙色 领 尺寸 175-180 。,7,,领,36.9060173360121,4.291669000000001,VV,8,acl,2.357215 6.254759 5.127759 4.344522 5.443988 10.51329 4.291669 5.142561 10.51329 1.427697,5.541675,,11.319097967990071,,1,1,0,0.0,10.51329
585,non-code-switch,CMU,3767,CMU_815, ,隔壁 两 间 卧室 住 有 两 男生 ， 暖气 充足 ， 卧室 内 有 空调 。,4,,卧室,40.2431744402093,2.529841,NN,6,nsubj,5.976814 3.274894 2.286637 2.529841 2.837655 2.017735 1.837801 7.562421 0.9938769 6.741561 5.618956 0.617817 6.391192 1.423927 2.36589 4.165446 1.275931,3.4069644058823525,,7.1602148846304,,2,2,0,0.0,2.286637
587,non-code-switch,CMU,2934,CMU_816, ,宽敞 主人 房 ， 阳光 充足 ， 家具 齐全 。,3,,房,36.40902317467261,2.323381,NN,6,nmod:topic,6.527233 5.652509 2.323381 0.9248334 4.972203 0.9977082 0.6293341 5.481369 6.229526 0.8237057,3.45618024,,8.401327235905793,,1,3,0,0.0,5.652508999999999
589,non-code-switch,CMU,6410,CMU_829, ,另 送 白色 桌子 。,4,,桌子,38.922767700801906,6.283368,NN,2,dobj,3.093914 5.503284 4.671494 6.283368 1.253074,4.161026799999999,,8.876750932620867,,2,2,0,0.0,4.671494
591,non-code-switch,CMU,6742,CMU_834, ,这个 车 当时 买 的 时候 是 三 手 了 。,2,,车,36.19710941805307,4.874833,NN,4,nsubj,2.896868 4.874833 3.9162 4.623469 1.21779 2.721564 2.046274 3.119466 4.237682 3.76475 1.533697,3.177508454545455,,7.951802138003598,,1,2,0,0.0,2.896868
593,non-code-switch,CMU,6322,CMU_840, ,面值 20，17 出 。,1,,面值,40.39534351000167,6.100998000000001,NN,2,nsubj,6.100998 10.51329 3.469297 1.859587,5.485793,,12.012245148550015,,2,1,0,,
595,non-code-switch,CMU,5943,CMU_843, ,房子 本身 布局 很 合理 ， 客厅 可以 住 一 个 人 ， 如果 你 需要 住 房间 ， 我 同学 也 不 介意 。,12,,人,32.449927172699674,1.958433,NN,9,dobj,5.512905 4.075258 5.511854 3.568716 3.274397 0.4313638 5.91216 3.211471 4.412321 2.318936 5.541527 1.958433 1.130788 3.473146 1.911633 1.926623 4.894506 3.830845 0.6998174 3.038137 4.207945 2.175124 2.016607 7.600976 0.8970158,3.3413002,,6.894251336133263,,1,3,0,0.0,5.541526999999999
597,non-code-switch,CMU,5609,CMU_844, ,如果 想 进一步 了解 房子 的 情况 ， 我们 可以 提供 一些 照片 。,13,,照片,37.173947005171044,3.3969660000000004,NN,11,dobj,2.949325 2.601368 3.029837 0.923748 5.263987 1.138269 2.993523 0.5743639 2.413429 0.9359498 2.805022 2.009026 3.396966 0.7781513,2.272354642857143,,8.754148610528535,,2,2,0,0.0,2.009026
599,non-code-switch,CMU,1289,CMU_846, ,要求 爱 干净 安静 的 女孩 纸 。,6,,女孩,38.0673993166549,2.464,NN,7,compound:nn,4.813935 5.287304 3.324678 6.394461 0.5397285 2.464 5.311052 1.463948,3.6998883124999993,,12.012245148550015,,2,1,0,0.0,0.5397284999999999
601,non-code-switch,CMU,4549,CMU_853, ,家 后面 就 是 山 ， 经常 可以 看见 小鹿 ， 环境 特别 好 ， 空气 质量 匹 村 最佳 。,17,,质量,35.1850004527496,5.008214,NN,19,compound:nn,4.237978 5.035443 2.577396 2.221669 3.85997 1.689418 3.661002 1.907802 1.232996 6.605687 1.156347 4.47814 3.854078 2.801954 0.3461084 4.731287 5.008214 5.632462 4.380959 4.806484 2.330559,3.4550453999999995,,10.402807236115915,,2,2,0,0.0,4.731287
603,non-code-switch,CMU,4907,CMU_857, ,我 觉得 有些 不 对于 是 想 与 他 电话 联系 。,10,,电话,35.937861874129226,5.300707,NN,11,nmod:prep,3.527254 2.608369 2.84467 2.21651 5.471364 3.570418 3.676361 1.819544 1.346353 5.300707 2.247135 0.9269875,2.962972708333334,,8.54650924575029,,2,1,0,0.0,1.3463530000000001
605,non-code-switch,CMU,2285,CMU_858, ,阳光 明媚 大 卧室 : （ 有 床 ， 桌子 ， 椅子 。,3,,大,33.143099498825805,3.4251480000000005,JJ,4,amod,4.683601 7.493164 3.425148 4.767817 4.113675 3.339816 3.228858 5.21614 0.8009059 5.87194 0.729177 5.752962 1.204847,3.8944654538461534,,6.9062996746494365,,1,1,0,0.0,7.493164
607,non-code-switch,CMU,4178,CMU_862, ,如果 租 一 间 卧室 多少 钱 ？,5,,卧室,40.2431744402093,3.260066,NN,7,compound:nn,2.949325 5.245065 2.043456 1.042933 3.260066 5.532149 1.592732 1.0,2.8332157500000004,,7.1602148846304,,2,2,0,0.0,1.0429329999999999
609,non-code-switch,CMU,1679,CMU_864, ,户型 入 附件 图片 所 示 ：,4,,图片,38.37506245860639,3.4601370000000005,NN,2,dobj,6.482378 3.998638 5.83115 3.460137 2.70243 4.116753 0.20412,3.827943714285714,,9.016512874996026,,2,2,0,0.0,5.83115
611,non-code-switch,CMU,4789,CMU_867, ,暖气 开 多 大 都没 关系 。,3,,多,33.55179624048572,3.4727019999999995,AD,4,advmod,6.258925 4.577819 3.472702 2.743851 10.51329 3.641268 0.6982938,4.558021257142856,,8.251045032856455,,1,1,0,0.0,4.577819
613,non-code-switch,CMU,5068,CMU_868, ,部分 家具 可 送 ， 包括 客厅 的 饭桌 、 房间 里 的 写字 桌 、 椅子 等 。,11,,房间,37.80790773343533,5.192529,NN,15,nmod,3.588195 4.446175 3.75928 4.653283 0.629897 2.41305 5.679624 1.254541 6.675313 2.556012 5.192529 1.131631 0.8547853 6.497009 6.175348 1.308982 5.002977 1.032738 0.9092339,3.355821221052632,,7.021812561771281,,2,4,0,1.0,6.675313
615,non-code-switch,CMU,4941,CMU_873, ,下载 速度 2mb/s 。,1,,下载,39.90571958300953,5.211875,VV,0,root,5.211875 4.760969 10.51329 1.427697,5.47845775,,12.012245148550015,,2,0,1,,
617,non-code-switch,CMU,3702,CMU_880, ,舒适 ： 房间 里 有 床 、 桌子 、 椅子 ， 柜子 及 空调 等等 所有 需要 的 家具 ， 大 厨房 大 烤箱 ， 微波炉 等 设备 齐全 。,3,,房间,37.80790773343533,5.749864,NN,5,advmod:loc,5.688997 3.887461 5.749864 1.099457 1.195687 5.286911 0.872935 2.117742 0.6647611 0.8939872 1.191401 6.633372 2.50427 4.006169 5.396914 3.618104 3.313435 0.3575113 4.829384 0.9328119 3.404429 4.4477 3.758936 6.910099 1.003091 6.849195 1.373372 2.9197 6.813426 0.8237057,3.284827606666667,,7.021812561771281,,2,2,0,1.0,5.6889970000000005
619,non-code-switch,CMU,6144,CMU_882, ,部分 家具 已 出 ， 链接 内容 已 更新 。,6,,链接,39.37633538947635,4.672785,NN,7,compound:nn,3.588195 4.446175 3.244165 3.308549 0.9797242 4.672785 4.363778 2.788643 3.569475 1.367264,3.23287532,,9.179031804493803,,2,1,0,1.0,3.3085489999999997
621,non-code-switch,CMU,5712,CMU_890, ,现在 急 求 学校 附近 的 房间 。,7,,房间,37.80790773343533,4.171039,NN,3,dobj,3.0935 5.302506 2.847627 3.843443 2.848164 0.4682578 4.171039 0.8707734,2.930663775,,7.021812561771281,,2,4,0,0.0,0.46825779999999995
623,non-code-switch,CMU,2273,CMU_891, ,祝 同学 找 房 顺利 ！,2,,同学,37.84294958304602,5.192707,NN,1,dobj,5.129689 5.192707 4.190466 5.063249 5.074734 3.806369,4.742869000000001,,7.885110763504925,,2,1,0,0.0,5.129689
625,non-code-switch,CMU,3430,CMU_892, ,现有 一 个 大 房间 出租 ， 带 家具 ， 有 中央 空调 ， 网络 。,5,,房间,37.80790773343533,2.960311,NN,6,compound:nn,4.015745 2.297055 5.472075 2.705751 2.960311 3.236672 1.081215 4.035173 5.310204 0.9882128 1.983165 3.77959 5.514458 1.500031 4.294575 1.458697,3.1645581125,,7.021812561771281,,2,1,0,0.0,2.705751
627,non-code-switch,CMU,17,CMU_893, ,一 楼 客厅 餐厅 家具 齐全 。,1,,一,31.93797259339581,2.791026,CD,4,nummod,2.791026 5.695485 4.807052 5.114741 5.802201 6.166569 0.8237057,4.457254242857143,,5.4640260457876435,,1,3,0,,
629,non-code-switch,CMU,309,CMU_894, ,有 兴趣 的 同学 可以 联系 我 看 房 ， 或者 图片 .,12,,图片,38.37506245860639,4.235177999999999,NN,8,dobj,2.715695 4.139023 1.475477 4.026839 2.750908 4.11129 4.145011 2.549287 4.706843 0.7960479 3.321141 4.235178 3.540667,3.2702620692307685,,9.016512874996026,,2,4,0,0.0,3.3211410000000003
631,non-code-switch,CMU,7101,CMU_895, ,可否 更新 一下 图片 和 尺寸 ？,4,,图片,38.37506245860639,5.103251,NN,6,conj,7.042348 4.653179 4.389381 5.103251 1.404123 4.339537 4.848715,4.540076285714285,,9.016512874996026,,2,2,0,0.0,4.389381
633,non-code-switch,CMU,3550,CMU_897, ,房间 如下 : 1 .,1,,房间,37.80790773343533,5.415995,NN,2,nsubj,5.415995 4.852177 1.664865 10.51329 3.135041,5.1162735999999995,,7.021812561771281,,2,1,0,,
635,non-code-switch,CMU,5831,CMU_900, ,室内 有 全套 家具 ， 生活 用品 供 免费 使用 ， 可 拎包 入住 。,3,,全套,40.37211349492507,5.021287999999999,NN,4,compound:nn,4.772542 1.964248 5.021288 3.282264 0.9882128 2.980632 7.434418 3.038608 2.907015 1.306591 0.8352941 2.479219 10.51329 5.243498 0.9292497,3.5797579733333333,,10.402807236115915,,2,1,0,0.0,1.964248
637,non-code-switch,CMU,2409,CMU_902, ,客厅 内 有 空调 ， 要 用电 ；,1,,客厅,39.62193529485629,6.258925,NN,3,advmod:loc,6.258925 1.96062 2.47946 4.165446 0.96393 3.322346 6.334521 3.152692,3.5797425000000005,,7.6302185138761365,,2,2,0,,
639,non-code-switch,CMU,1636,CMU_906, ,这 是 公寓 图片 的 链接 ， 环境 舒适 。,3,,公寓,39.049879525011114,5.30969,NN,4,compound:nn,2.328403 0.8585079 5.30969 5.491013 1.281238 4.173615 0.6246814 4.577155 2.123818 0.8968047,2.7664926000000003,,7.358284798392494,,2,1,0,0.0,0.8585079
641,non-code-switch,CMU,2353,CMU_909, ,卧室 ： 4-5 个 卧室 。,5,,卧室,40.2431744402093,4.559043,NN,0,root,6.527233 3.259821 10.51329 2.7135 4.559043 1.107018,4.779984166666666,,7.1602148846304,,2,0,1,0.0,2.7135
643,non-code-switch,CMU,3956,CMU_911, ,客厅 现在 有 一 个 帘子 ， 完全 挡住 ， 外面 看 不 见 里面 的 。,8,,完全,35.03699370558935,3.8435230000000002,AD,9,advmod,6.258925 4.345164 1.934794 1.499687 5.503237 7.304256 0.7403627 3.843523 5.249644 0.9702753 4.76532 2.252829 2.382575 3.89995 4.989941 0.7127583 2.477663,3.478288488235294,,9.614349875751646,,2,1,0,1.0,7.304256
645,non-code-switch,CMU,1543,CMU_912, ,长 租 优先 ， 女生 优先 ~~~ 非常 感谢 ！,1,,长,34.341956204404056,3.13938,AD,3,advmod,3.13938 4.953151 5.447937 1.275767 5.119668 5.376508 9.309819 3.872002 6.102754 2.766023,4.736300900000001,,10.066334999494703,,1,2,0,,
647,non-code-switch,CMU,2355,CMU_914, ,一 楼 有 一 个 卫生间 ， 二 楼 有 一 个 卫生间 。,6,,卫生间,40.048561780914675,4.93294,NN,3,dobj,2.791026 5.695485 2.147275 1.306425 5.503237 4.93294 0.4988647 3.314518 1.291035 1.664433 1.306425 5.503237 4.93294 0.966715,2.989611121428572,,7.694757035013707,,3,3,0,0.0,5.503237
649,non-code-switch,CMU,425,CMU_915, ,床 ， 桌子 ， 凳子 ， 啥 都 有 ！,1,,床,38.860933817031736,5.361638,NN,9,nmod:topic,5.361638 0.8899416 5.87194 0.729177 7.680344 0.7323937 6.557298 0.9736711 1.402214 4.95719,3.51558074,,7.311764782757602,,1,8,0,,
651,non-code-switch,CMU,7047,CMU_916, ,天窗 ， 尾翼 ， 高速 行驶 表现 稳定 。,3,,尾翼,45.58053017563453,5.4749419999999995,NN,6,nsubj,6.258925 0.6630164 5.474942 1.028983 4.921637 2.01518 4.96559 2.714788 0.90309,3.2162390444444444,,12.012245148550015,,2,3,0,1.0,6.258925
653,non-code-switch,CMU,3993,CMU_917, ,见面 协商 也可 ！,2,,协商,36.75760502309503,3.893368,NN,3,compound:nn,4.865346 3.893368 10.51329 3.946241,5.80456125,,10.220485679321962,,2,1,0,0.0,4.865346
655,non-code-switch,CMU,3554,CMU_924, ,社区 ： 安静 安全 。,1,,社区,36.52028835846982,4.478143,NN,3,dep,4.478143 2.235323 5.866854 4.693994 1.122112,3.6792852,,9.815020571213797,,2,2,0,,
657,non-code-switch,CMU,5777,CMU_926, ,走路 五 分钟 的 范围 内 ， 有 超市 ， 餐厅 ， 生活 非常 方便 。,9,,超市,40.10322347796834,5.12835,NN,8,dobj,6.100998 3.927421 2.40673 0.9615242 3.629436 3.89658 1.087302 1.849564 5.12835 1.124483 4.928051 0.8645111 3.079448 3.032108 2.781056 0.2552725,2.8158021750000004,,7.9013712843767046,,2,1,0,0.0,1.849564
659,non-code-switch,CMU,1933,CMU_930, ,卧室 比较 小 ， 但是 很 舒服 ， 家具 全 。,3,,小,34.79387678814236,1.758429,VA,0,root,6.527233 4.598643 1.758429 0.5045995 1.860989 2.932515 3.38664 0.544068 5.476963 3.763882 2.377849,3.066528227272727,,8.183603752060922,,1,0,1,0.0,4.598643
661,non-code-switch,CMU,1758,CMU_931, ,公寓 为 两 个 卧室 一 个 客厅 ， 一 个 餐厅 一 个 厨房 。,8,,客厅,39.62193529485629,6.088486,NN,0,root,4.876083 2.213434 2.709126 0.5867507 4.601481 3.093801 5.279712 6.088486 0.8922411 2.642704 5.656124 4.106746 3.22997 5.279712 4.850151 1.244829,3.584459425,,7.6302185138761365,,2,0,1,0.0,5.279712
663,non-code-switch,CMU,5199,CMU_939, ,绝对 是 附近 性价比 最高 的 房子 了 。,7,,房子,37.40390285781066,4.271197,NN,4,dobj,4.705596 1.505352 4.205407 7.269952 1.294716 0.1876399 4.271197 3.277568 1.68759,3.1561131,,7.084991463392812,,2,3,0,0.0,0.1876399
665,non-code-switch,CMU,6272,CMU_944, ,鱼 鱼 --4 刀,1,,鱼,37.32394407087249,4.667807,NN,2,compound:nn,4.667807 5.039072 10.51329 4.681479,6.225412,,12.012245148550015,,1,1,0,,
667,non-code-switch,CMU,166,CMU_957, ,房间 属于 专门 翻修 过 的 ， 整体 感觉 算 比较 新 的 那 种 ， 暖气 很 足 。,19,,足,37.08301760698127,4.090488,VA,2,conj,5.415995 4.161771 4.372456 6.333132 1.902003 0.4094886 1.826877 4.203354 3.140528 5.478996 2.914542 3.287162 2.045513 3.990206 4.974262 0.8724324 7.46269 4.247849 4.090488 1.764531,3.6447138,,10.402807236115915,,1,17,0,0.0,4.2478489999999995
669,non-code-switch,CMU,2493,CMU_960, ,客厅 有 四 扇 窗 ， 对面 有 很多 树 ， 风景 很 漂亮 。,5,,窗,39.12134129150168,1.8982689999999998,NN,2,dobj,6.258925 3.365124 2.23548 3.375467 1.898269 0.3640817 5.09482 1.543028 2.174107 4.092777 0.9669014 5.356788 1.914328 6.7731 1.351142,3.11762254,,10.91363285988191,,1,3,0,0.0,3.375467
671,non-code-switch,CMU,7115,CMU_964, ,付款 方式 ： 转账 ， 人民币 ， 美金 都 可 。,6,,人民币,36.916570903033524,5.19482,NN,10,nmod:topic,7.042348 1.382672 2.044288 6.730096 1.021189 5.19482 0.9174974 6.741293 2.962383 2.7209 3.043283,3.618251763636364,,12.012245148550015,,3,4,0,1.0,6.7300960000000005
673,non-code-switch,CMU,5721,CMU_968, ,而且 我 也 买好 了 家具 ， 我们 可以 一起 用 。,6,,家具,38.99879812241052,5.025593,NN,4,dobj,4.159117 2.877831 0.8545396 8.762994 0.5888472 5.025593 1.06923 3.178066 0.9359498 2.929679 2.837498 1.498865,2.893184133333333,,7.397124631708758,,2,2,0,0.0,0.5888472
675,non-code-switch,CMU,7172,CMU_974, ,官方 指南 ， 语文 ， 数学 ， 综合 4-7.,4,,语文,37.74185949279988,5.5174389999999995,NN,8,nsubj,3.90545 3.586322 1.120985 5.517439 1.760231 1.338908 0.9504161 4.6095 10.51329,3.7002823444444446,,12.012245148550015,,2,4,0,1.0,3.586322
677,non-code-switch,CMU,1011,CMU_975, ,价格 实惠 好 商量 。,1,,价格,34.93900346619293,5.177112999999999,NN,2,compound:nn,5.177113 3.133021 4.536231 4.039603 1.119376,3.6010687999999997,,8.323365694436081,,2,1,0,,
679,non-code-switch,CMU,5241,CMU_978, ,客厅 有 独立 的 门 ， 出入 不 会 经过 客厅 。,11,,客厅,39.62193529485629,6.101656,NN,10,dobj,6.258925 3.365124 3.233178 0.2972204 4.436503 0.548027 4.910261 4.019598 2.638877 2.908163 6.101656 1.281693,3.333268783333333,,7.6302185138761365,,2,1,0,0.0,2.908163
681,non-code-switch,CMU,4082,CMU_979, ,后院 有 一 片 草坪 ， 可以 停车 。,1,,后院,41.034648179536674,6.258925,NN,2,nsubj,6.258925 1.544068 1.455138 2.175024 2.961591 0.930927 2.686223 6.183818 0.8937365,2.7877167222222217,,9.44729579108848,,2,1,0,,
683,non-code-switch,CMU,2929,CMU_987, ,家具 什么 的 基本 齐全 ， 可以 低价 转让 或者 干脆 免费 送 ， 总之 属于 拎包 入住 级别 。,19,,级别,38.283531131709815,4.934442,NN,18,dobj,5.804013 5.040741 1.820754 3.464918 4.149517 0.3227735 2.75564 5.104862 2.149022 4.51911 2.946797 4.725796 5.22547 1.946593 5.272233 3.770919 10.51329 5.243498 4.934442 0.8686098,4.028949915,,12.012245148550015,,2,1,0,0.0,5.243498000000001
685,non-code-switch,CMU,5612,CMU_988, ,地下室 有 洗衣机 ， 厨房 ， 客厅 空间 很大 ， 装备 齐全 。,7,,客厅,39.62193529485629,5.8702309999999995,NN,8,compound:nn,5.637844 1.885276 5.870168 1.115698 5.426298 1.7682 5.870231 4.469443 3.503337 0.2684461 4.576669 6.283603 0.8237057,3.653762984615384,,7.6302185138761365,,2,1,0,1.0,5.426298
687,non-code-switch,CMU,3445,CMU_1005, ,会 自觉 维持 公共 区 的 整洁 ， 不 吵 ， 健谈 ， 喜欢 尝试 新 东西 ， 尝试 坚持 运动 。,12,,健谈,43.361153140728696,6.870872,VV,7,conj,4.002137 4.725783 4.571749 3.798723 2.66279 1.175037 6.252577 0.5849295 2.917534 6.049088 1.064017 6.870872 0.5698753 4.090713 3.542209 2.787067 3.529501 0.9657912 4.589095 5.014131 3.948363 1.001859,3.396083681818182,,12.012245148550015,,2,5,0,1.0,6.049087999999999
689,non-code-switch,CMU,5570,CMU_1009, ,厨房 面积 大 ， 还 有 一 个 小 的 吧台 。,11,,吧台,43.13221297327881,6.160491,NN,6,dobj,5.637844 3.944548 2.899973 0.4118545 3.402495 2.409096 1.687232 5.503237 2.596043 1.343212 6.160491 1.125905,3.093494208333334,,12.012245148550015,,2,5,0,0.0,1.343212
691,non-code-switch,CMU,5487,CMU_1011, ,并且 ： 床 ， 桌子 ， 台灯 都 有 ， 拎包 入住 。,3,,床,38.860933817031736,6.264979,NN,9,nmod:topic,4.239904 4.9609 6.264979 0.7628116 5.87194 0.729177 7.680344 3.295773 1.13947 1.940914 10.51329 5.243498 0.9292497,4.120942330769231,,7.311764782757602,,1,6,0,1.0,4.239904
693,non-code-switch,CMU,7178,CMU_1012, ,随时 可以 拿 玻璃 大 餐桌 外加 两 个 餐桌 凳子,10,,餐桌,40.44888500333305,6.662772,NN,11,compound:nn,5.976814 1.420269 3.718776 4.710702 3.447084 6.85106 5.734739 1.909632 0.4603317 6.662772 6.882014,4.343108518181818,,11.319097967990071,,2,1,0,0.0,0.4603317
695,non-code-switch,CMU,4937,CMU_1022, ,公寓 旁边 有 超市 ， 各 种 水果 蔬菜 小吃 一 应 俱全 。,8,,水果,38.939389698835846,3.708882,NN,10,compound:nn,4.876083 5.485385 1.415359 5.133503 1.124483 3.357545 4.15782 3.708882 2.708395 6.073046 2.225309 5.755712 6.833906 0.6943743,3.824985878571429,,11.319097967990071,,2,2,0,0.0,4.15782
697,non-code-switch,CMU,5638,CMU_1034, ,更多 信息 见 公司 网页 吧 。,4,,公司,33.83234102162589,3.950738,NN,5,compound:nn,4.484877 1.20412 1.784086 3.950738 4.046005 5.428282 0.8976271,3.1136764428571437,,8.274575530266649,,2,1,0,0.0,1.784086
699,non-code-switch,CMU,6294,CMU_1038, ,因为 搬家 后 新 家 没有 地方 放 所以 出售 。,2,,搬家,40.402318900229496,5.017592,NN,6,advmod:loc,2.896955 5.017592 1.795845 3.422706 4.353488 3.277144 3.378387 4.249487 4.055019 5.228014 0.908639,3.5075705454545463,,9.815020571213797,,2,4,0,0.0,2.8969549999999997
