retrained_eng_ngram_surp,retrained_zh_ngram_surp
5.8762865,7.344206
4.0185246,7.21781
3.2053125,7.1670523
7.23421,6.734926
7.5702295,7.1807833
7.092663,7.1670523
2.4034712,7.1807833
6.7056246,7.8777566
3.5119946,7.2162104
4.2091384,7.4738626
1.5734819,7.3514414
3.7661636,7.3514414
0.16565853,7.3514414
1.8247027,7.481098
3.7631173,7.2360053
3.7866528,6.6318607
3.1494262,7.1670523
4.6751947,7.1670523
6.7056246,7.8777566
4.900896,7.1807833
8.115062,7.3514414
3.6371195,7.1875896
8.248479,7.3514414
3.469161,7.3514414
3.0511014,7.1670523
7.514775,6.6841683
7.4531665,5.0871525
4.23716,7.2971773
7.6332564,7.4373775
3.469161,7.21781
7.1684456,7.239988
3.1755874,7.1875896
4.4105277,7.666819
0.85748786,6.8863854
3.356095,7.198451
7.831657,7.1735477
0.47469878,6.188394
8.61168,7.3112745
0.89843136,7.1670523
3.7714994,7.21781
8.027013,7.1877046
7.789109,7.239988
7.9961796,6.6841683
4.578654,7.2339845
4.818753,7.21781
4.734298,7.239988
7.8765154,7.2162104
5.6056714,7.1670523
7.997937,7.1807833
3.9555833,7.446082
3.5722532,6.6131973
3.311642,6.8863854
3.469161,7.1670523
3.4567983,7.0391965
4.7548814,7.186253
4.033594,7.1875896
6.2028685,7.0391965
2.987358,7.1670523
2.7871823,7.1875896
2.8746219,7.1670523
2.484324,6.5125904
2.2410853,6.682388
8.822736,6.366254
1.9491069,5.8380275
1.871063,7.1670523
9.195545,7.1875896
4.82319,7.1875896
5.410186,7.21781
4.9558415,7.1807833
6.1008515,7.3514414
7.923847,6.3702464
8.067731,7.249384
1.6998597,7.1807833
2.3038535,7.1670523
8.340211,7.1807833
0.59718287,5.8899693
3.430584,7.198451
7.705179,7.1670523
7.8522363,7.1670523
3.0094194,7.1670523
8.115062,7.2971773
1.9441406,6.572656
3.4567983,7.0391965
8.290186,7.2971773
4.7391653,7.187773
1.1753476,6.558925
8.099469,6.558925
8.668121,7.39772
7.7976327,7.1807833
7.690388,6.954986
3.6570647,6.195564
3.4467607,7.1875896
1.7115371,5.2985525
7.496431,6.119012
1.3104141,7.1670523
3.469161,7.21781
3.4137957,7.21781
7.8493237,7.1807833
3.9580317,7.21781
2.197745,7.249384
5.770772,7.2105746
7.112719,7.21781
2.2667346,6.8726544
7.859666,7.1875896
5.88881,7.21781
0.48932534,7.1598167
6.7277293,6.2569933
4.3520617,7.3240304
4.707431,7.239988
1.4992263,7.3904843
0.27637511,5.642432
7.8276305,6.132743
3.5080862,6.8726544
4.066021,7.3499103
3.8118916,7.1670523
5.0669274,7.239988
8.248479,5.2985525
3.6568553,7.1598167
3.0048501,5.9363213
5.47872,7.1875896
3.043737,7.21781
3.0124154,5.7335825
4.9028907,7.1735477
2.6334767,7.1877046
3.6375513,7.032735
6.0449433,7.310274
6.947922,7.2962327
7.4590316,6.6978993
6.7056246,6.757104
6.936577,7.239988
7.427002,7.344206
3.693812,6.904053
1.3589824,7.234969
5.25007,7.1670523
8.248479,5.096284
7.5317254,7.190839
5.787111,7.1670523
4.822224,7.1670523
3.9449136,7.222941
7.5537286,7.1598167
3.5730796,6.6318607
4.154614,7.39772
8.301752,7.1875896
6.500846,7.0570436
2.6504169,7.180354
4.9889574,7.2327523
0.22045653,7.3514414
2.482005,6.996117
3.824647,7.103322
3.348315,5.2985525
3.469161,7.0570436
3.0076184,7.1598167
6.24277,7.21781
3.469161,7.1735477
5.6301274,7.3514414
5.050239,7.21781
5.304537,7.1807833
4.6604314,5.096284
2.6588755,7.249384
3.972263,7.2360053
7.9106903,7.39772
8.126458,7.1937566
4.6260157,6.953135
3.6604354,6.132743
4.203899,7.709398
7.5133715,7.1735477
1.2487845,5.225617
7.0378413,6.6841683
7.2666435,7.1670523
4.805995,7.2300744
7.5887504,5.164133
7.4181848,7.1195726
7.9552584,7.1807833
6.051258,7.1670523
8.248479,5.096284
2.9210935,7.2327523
8.038782,7.249384
2.0044732,7.2327523
2.1487265,7.1875896
3.6635025,7.239988
2.6011496,6.9234123
5.420873,6.195564
4.551774,7.1598167
4.4315324,6.9234123
5.5508423,7.3514414
5.9097304,7.1598167
2.5249417,6.953135
2.54176,6.3825297
1.8200492,7.1670523
4.0600557,7.21781
8.014239,7.3514414
7.466551,7.39772
6.443455,7.1670523
3.9197907,7.187388
7.6984076,7.2105746
4.4247065,7.1670523
4.4064207,6.8726544
4.0457907,6.4332876
4.927008,7.1807833
4.326469,7.2327523
8.864478,7.1670523
7.2527637,6.975334
0.3627079,7.103322
4.991269,6.6925
4.5555167,7.1807833
0.89794755,6.915177
8.298732,7.3095484
6.7056246,6.8726544
8.83395,6.0279365
5.1347985,6.7433143
0.5834939,7.8777566
3.9063916,5.470902
4.714959,7.1807833
4.9711065,7.1670523
3.2305338,7.1735477
5.029383,7.21781
2.056126,7.1142764
4.34193,7.1670523
1.4949491,5.0871525
4.241168,7.1598167
4.3565307,6.8726544
5.1783557,7.2105746
5.1040554,7.275574
4.2152123,6.8863854
4.6165547,7.2962327
3.6661532,7.1807833
6.6097817,7.1807833
1.4619921,6.8726544
3.469161,7.1670523
7.6052074,7.1807833
2.450563,7.2105746
3.6549141,7.1807833
3.6086295,7.240411
1.470145,4.2973504
4.262081,7.1912155
2.7847896,6.8726544
3.5145493,5.852949
6.7056246,7.2105746
6.163392,7.1807833
1.2227565,7.1670523
4.277851,7.2327523
8.439398,7.39772
0.94405395,6.2910895
3.4948928,7.1875896
8.248479,4.7181916
3.7641153,7.279415
3.4528947,6.7433143
3.8227363,6.9811764
3.9795194,7.1735477
5.8828793,7.21781
4.6476154,7.239988
7.900575,7.1670523
8.899957,6.6841683
3.8079643,6.5809894
0.8473364,6.9811764
7.667964,7.1670523
6.082765,7.3514414
7.3778577,6.0279365
5.744354,7.1807833
4.6803675,7.0391965
7.671843,6.9453273
4.2083306,7.1807833
5.071911,7.198451
4.509831,7.2683387
3.9095356,7.1807833
2.0225053,7.39772
7.8276305,7.1670523
2.6882002,5.580385
3.0076876,7.1670523
6.02149,7.1670523
4.541114,7.1598167
5.40596,7.1598167
4.4064207,7.1670523
1.4967254,6.8863854
2.5138357,7.3514414
7.646399,7.1670523
3.2008407,7.240411
4.519937,6.6318607
8.056182,7.1807833
0.396145,7.344206
2.3556287,7.2138476
3.9563386,7.191703
7.803611,7.1670523
3.561916,5.096284
7.4531665,5.0407577
4.040949,7.1807833
7.889142,7.39772
7.810646,7.2971773
4.6627035,7.2160783
4.2423406,7.21781
7.3116317,6.8726544
3.537955,5.77362
1.8525,7.3514414
5.6178727,7.3024087
4.6113076,7.21781
5.5367746,7.21781
1.5708296,7.2278123
7.4770403,7.21781
7.4894567,6.914836
4.3369727,7.1807833
2.0942981,6.946013
4.023877,7.2162104
3.2559,6.6131973
3.169183,5.7105103
8.64982,7.1778545
8.248479,7.0570436
4.972888,7.1670523
4.0757694,7.21781
3.0705843,7.2971773
3.6570647,7.1912155
4.368077,6.953135
6.7056246,7.239988
3.709745,7.1670523
6.153658,7.2105746
5.535888,6.8726544
1.598579,7.1807833
5.131052,7.239988
3.401052,6.94559
8.248479,7.339148
0.77709264,7.1670523
7.889584,7.197001
6.7056246,7.239988
4.789202,7.259735
1.4391773,6.8726544
8.307104,7.240411
7.8963675,6.9811764
2.617693,7.3514414
0.4909326,6.376256
7.817838,6.558925
5.6983924,6.284638
2.1328282,7.1807833
4.620945,7.1735477
2.9179401,7.1735477
7.870211,7.198451
4.752155,6.1504107
5.419837,7.1807833
6.7056246,7.344206
4.601283,7.239988
0.62862945,7.2140465
3.4391627,7.2278123
7.733381,7.1670523
3.1705797,6.558925
3.345308,7.1598167
3.9006343,6.4554653
4.0773654,7.193344
2.8403862,7.1735477
5.7392697,7.431943
3.474385,7.3904843
4.016414,7.1875896
5.1333117,7.21781
1.2354318,4.531871
1.0493473,5.594116
3.9081018,7.39772
2.0121148,7.274627
3.051645,7.21781
3.276531,6.8863854
0.101310484,7.275574
3.2052584,7.2105746
6.0487065,6.734556
6.545781,7.198451
3.1049657,6.8726544
3.5145493,7.1670523
4.1259947,6.8726544
3.843345,7.1807833
5.0552635,7.1807833
8.070815,5.0407577
7.1973066,7.1670523
7.8769107,7.1807833
7.8299108,7.3514414
7.913391,6.807631
3.406869,7.1670523
7.159564,7.3514414
2.8374963,5.225617
6.7056246,7.239988
4.067294,7.3514414
0.5607954,2.4609828
7.6398315,7.1670523
0.54686797,7.1875896
4.168713,7.21781
5.0092316,7.2138476
7.2116246,7.1670523
5.6093526,7.198451
8.068949,7.1807833
3.5158455,6.8726544
7.3480926,7.211736
4.721487,7.1807833
4.4064207,7.344206
3.7152371,7.1807833
4.061749,7.3514414
2.265995,5.320925
3.2090883,6.2910895
4.6312246,7.1735477
4.6426263,7.1875896
5.7883983,7.3514414
2.408244,5.918734
2.3342118,6.8863854
9.07234,7.275574
2.2266314,6.6841683
8.107101,6.6841683
7.5406027,6.4755635
5.811952,7.3514414
8.200979,7.220577
5.5693007,7.3514414
4.541481,7.1670523
3.3904684,7.1670523
8.044174,7.1670523
8.067386,7.345173
6.538082,6.8569107
4.3827577,7.1807833
5.2782483,7.2327523
4.897763,6.1504107
6.2249837,6.284638
7.879684,6.9680767
7.373975,6.6841683
8.248479,6.8685575
7.9106903,7.1735477
7.782898,7.255239
4.024714,7.1875896
0.7566181,6.639204
5.1817365,7.239988
8.248479,7.3514414
5.5690556,7.2971773
2.7729828,6.590324
3.1041582,7.1670523
7.4531665,5.0871525
2.5748901,7.1670523
1.2228127,4.5921493
1.7699726,7.1807833
5.1923785,6.329227
8.45859,7.1807833
1.9600656,7.0570436
4.6764927,7.3514414
7.237136,7.1670523
2.825672,6.6978993
7.8769107,7.1807833
4.458413,6.6978993
3.2138643,6.2062354
2.224301,7.1735477
5.437104,7.198451
1.6837289,7.1807833
8.212086,6.3962607
5.7782307,7.1670523
4.229702,7.1670523
0.1657534,7.1735477
4.438829,6.366254
6.3126783,7.3514414
1.5640242,7.1598167
1.5092323,5.5598955
3.469161,7.3514414
8.437447,7.39772
3.469161,7.3514414
4.664342,7.1670523
2.7663455,5.0407577
6.5044293,7.1807833
4.061749,5.811053
1.1355991,6.3825297
3.3542812,7.2105746
2.7841852,7.1670523
2.7875075,7.1516843
7.4195857,7.1598167
5.5433702,7.1670523
5.367371,7.1807833
7.480551,7.1807833
7.8209863,7.2360053
3.4198768,7.1807833
4.5079083,7.0027795
4.663623,7.1807833
4.061749,5.811053
4.2514324,7.180354
4.7841787,6.2199664
2.913123,5.7598405
4.579384,5.594116
7.362689,7.1670523
3.5679457,7.1670523
6.6285233,7.3514414
1.8596908,6.8863854
7.8276305,7.1807833
0.61744255,7.2140465
2.7008543,7.39772
7.590012,5.763803
7.425098,7.21781
8.248479,7.3514414
1.8392599,6.403067
8.820056,7.1735477
3.3207877,7.3904843
6.7056246,7.2971773
7.2328124,6.572656
5.503483,7.4669394
8.106802,7.39772
6.4054008,7.1807833
7.2121096,6.7333264
4.4151864,7.187773
6.7056246,7.22877
4.1011524,7.0027795
3.5926158,7.1670523
4.6260157,6.953135
2.500473,6.558925
0.29938382,7.446082
7.9583726,7.1807833
7.775538,7.253673
6.500846,7.0570436
6.7056246,6.3884315
6.153658,6.6318607
7.8120093,6.7309637
7.835776,7.1670523
2.0253649,7.1670523
7.3004274,7.2105746
7.998726,7.1670523
7.464602,6.572656
1.0371693,5.096284
5.1213546,7.1807833
6.9407177,7.21781
3.469161,7.3514414
4.5273476,6.8863854
5.2569203,7.3514414
4.850817,7.2105746
8.248479,7.3514414
3.7302125,7.2753234
7.594217,7.1670523
8.656996,7.446082
0.18807967,7.1912155
4.6803675,7.1807833
4.366164,7.1670523
5.8737526,6.1316357
8.139133,7.289942
8.490542,7.289942
5.026557,7.1670523
3.5071342,7.1807833
3.7315962,7.198451
5.3561273,7.3514414
3.469161,7.3514414
3.5559778,7.1670523
5.1817365,7.239988
7.5177884,6.558925
3.6570647,6.734926
8.248479,7.3514414
5.2880206,6.308465
5.4843454,7.1670523
4.725853,7.316704
2.8076334,6.1395493
7.5893726,7.259735
1.8651069,7.1807833
8.461918,5.0407577
2.8062863,7.4738626
5.313124,7.0391965
5.4690633,7.2729917
7.310748,7.1670523
3.929799,7.1735477
0.39738816,7.0729012
8.248479,7.1912155
8.069249,7.1670523
5.2145815,7.249384
8.160242,5.0407577
7.4100814,5.0407577
3.5925505,7.1875896
4.1766496,7.1807833
4.701236,6.6978993
5.2563896,7.1670523
1.442207,7.205999
3.469161,7.1670523
7.6064425,7.1670523
2.6900458,7.2962327
8.109032,7.1670523
2.8993857,6.572656
4.9907026,7.1670523
2.0508308,7.3514414
0.6832138,6.572656
7.255307,7.240411
3.099099,6.8726544
0.06460345,7.1807833
5.134548,6.5610642
8.506635,7.39772
4.7880616,7.1598167
3.741014,6.7433143
1.8774953,7.1807833
5.0273967,7.198451
6.7056246,7.1670523
4.2827716,6.558925
4.5200133,7.1807833
4.6438155,7.3904843
8.425594,5.0407577
3.6159575,6.6495285
1.3589824,7.0391965
7.092007,7.1911974
0.54687446,6.6978993
4.011506,7.39772
2.9742808,6.6978993
4.6994877,7.239988
2.8662066,7.3514414
7.2681594,7.39772
1.8542186,6.403067
0.52124834,6.9680767
2.0887945,7.1807833
4.212931,7.481098
7.2483845,7.1670523
4.330057,6.757104
3.8043118,7.239988
3.469161,6.299195
8.746243,6.667447
3.6320314,7.1670523
8.720948,7.1670523
2.0508308,6.7433143
5.015521,6.366254
2.33103,7.1670523
4.2566366,6.8726544
4.7426286,7.1807833
7.360677,7.21781
7.859871,7.21781
1.0050498,7.1807833
6.10705,6.8726544
7.333035,7.39772
3.6603487,7.1670523
7.4100814,7.1875896
7.335496,5.625069
7.783217,7.1807833
5.1817365,7.239988
4.691687,6.94559
3.3603914,6.715567
7.796801,7.39772
2.6871088,6.279171
3.817418,6.5220227
6.7472334,7.1670523
1.4311428,7.1807833
6.2799797,7.219612
3.469161,7.3514414
3.9261448,7.1670523
3.8192904,7.1670523
3.52633,6.8726544
7.0222073,7.239988
7.617251,7.1598167
7.947294,7.2272425
7.1711645,7.1670523
7.4367604,7.239988
1.8520638,7.1598167
3.7389526,6.8863854
4.7058153,7.1670523
8.557223,7.2138476
0.9561463,6.2711697
8.124731,6.8863854
7.3544564,7.1670523
1.7069777,7.1807833
4.277851,7.289942
7.654857,7.3514414
8.248479,6.7433143
4.4002748,7.1735477
6.0080094,7.3514414
5.342713,7.3514414
4.1457434,7.1670523
4.393279,7.21781
0.22675568,7.1670523
1.4466319,5.3646317
4.355179,6.734556
7.7837877,7.324964
8.388383,7.39772
3.2965846,7.344206
4.061749,6.3825297
3.469161,7.3514414
3.469161,7.3514414
0.9575953,6.3659606
4.0593815,7.239988
2.2755187,7.1670523
7.182247,7.1807833
4.5216866,7.2818627
4.344373,7.1735477
8.0492325,7.21781
4.168713,7.21781
7.8871875,7.1807833
7.707257,7.1670523
8.248479,7.3514414
3.8320732,7.2324896
3.0990057,6.132743
5.6409416,7.3514414
3.469161,7.3514414
3.311642,7.583359
5.0387793,7.1950088
4.048109,7.1670523
2.866449,7.1807833
3.2243166,7.2278123
4.1545706,7.239988
8.593862,7.2624745
3.734822,6.8863854
8.248479,7.310274
6.290137,7.310274
4.152592,7.239988
2.7518368,7.2971773
8.09968,5.093579
4.918436,7.481098
2.2035408,7.249384
8.600052,5.0407577
0.935165,7.1807833
4.999489,7.1807833
1.8364323,6.4618325
2.438391,7.1670523
2.8451695,7.3514414
3.470862,6.8863854
5.3370275,6.722889
5.2824807,7.1670523
3.0511014,7.1670523
3.0511014,7.1807833
3.968527,6.7433143
8.349937,7.21781
1.8226061,7.2971773
7.998726,7.1670523
7.3995776,7.1598167
4.975893,7.2105746
8.673893,7.1861086
2.4792514,6.6978993
3.2425392,5.631143
8.381389,6.8863854
5.664101,7.21781
4.299727,7.3514414
6.7056246,7.1807833
4.0185246,7.21781
1.1303606,5.580385
1.7139481,6.315496
1.6112977,7.198451
2.069242,7.5062637
8.481155,7.2095747
2.199773,5.0407577
5.000997,7.231911
4.2088428,7.3514414
2.8798146,5.580385
2.7645192,5.763803
2.84336,7.1670523
3.3132696,7.21781
8.248479,6.386715
7.5985403,7.1735477
3.4446461,7.1598167
3.2738018,7.1807833
6.4709177,7.1807833
0.94778854,7.39772
3.2360532,7.1598167
8.248479,7.0570436
6.500846,7.0570436
3.2348766,7.198451
3.745705,7.3514414
8.093796,7.1670523
3.4140358,6.649775
5.9284244,7.344206
5.875402,6.904053
4.1659555,7.2624745
2.6652558,6.9234123
7.850034,7.1875896
7.9320374,6.572656
4.4844575,7.1670523
4.061749,6.3825297
8.317653,6.3663993
3.1844795,7.3514414
3.1362095,6.4618325
5.348216,7.193344
3.450868,7.141984
3.5736847,7.1912155
4.5045943,7.5223927
5.700779,7.481098
2.468803,7.3514414
3.5494814,7.1912155
3.7842684,7.2550206
4.7606664,7.239988
5.744354,7.3514414
3.4178145,6.7433143
2.271883,6.558925
5.528424,6.4554653
7.6711435,7.2105746
4.296958,7.1735477
2.7462173,5.7335825
8.3007,7.1670523
1.1703573,5.580385
5.134548,6.5610642
4.864307,7.39772
2.489373,7.7964864
8.152818,7.1670523
3.9218035,7.1807833
4.2757645,7.180354
3.0490706,7.1670523
1.8097161,6.8726544
7.646399,7.1670523
1.3583083,7.39772
1.6325396,7.1807833
7.118998,6.0279365
4.5337763,7.1670523
6.1552653,7.4738626
7.6828704,7.1598167
3.3390121,7.39772
5.7883983,7.1670523
5.159421,7.1807833
7.8474984,7.1598167
8.388383,7.39772
4.2577424,7.1735477
3.268306,6.7433143
2.7220669,7.1670523
6.7056246,7.3514414
4.664342,7.3514414
2.0508308,6.7433143
1.1974895,7.1735477
7.5875335,5.713513
3.3294368,7.198451
1.4057567,7.2624745
7.956636,6.329227
5.183279,6.121686
5.9725866,7.4291463
3.6764796,7.1807833
7.2751107,7.1598167
8.09968,5.093579
6.0066915,7.446082
7.3854065,6.315496
8.140534,7.1807833
7.5732155,7.1807833
3.0336642,6.734556
8.686769,4.190661
5.5873976,7.1670523
1.4958061,7.1807833
2.7276719,7.21781
7.3963504,7.0204473
4.5225477,7.2105746
4.3559704,7.1670523
5.3279996,7.2105746
4.5970745,7.3514414
0.2738739,7.239988
5.396529,6.4332876
1.6887625,7.3514414
2.6786003,7.1670523
5.421294,7.1670523
2.7442274,7.198451
1.3936222,6.315496
5.131052,7.239988
0.7169859,6.8863854
7.2387342,7.1670523
5.886002,7.21781
2.8013175,7.1875896
3.1954062,6.558925
3.0931342,7.3751006
8.248479,7.3514414
3.8049738,7.1670523
1.1187632,7.2327523
4.375189,7.2327523
3.3545437,6.119012
3.6428783,6.609683
5.918043,7.811633
4.9012876,7.257902
4.1409135,7.1670523
1.4656289,7.316704
5.3676314,7.1670523
2.857922,6.7433143
3.3719068,7.1807833
2.8183799,7.186253
5.179685,7.2818627
3.6570647,7.1012707
4.5933347,7.382336
3.87844,7.8777566
4.620782,7.21781
7.9093437,6.7511005
3.6083508,7.21781
4.368344,7.21781
8.330037,7.3514414
2.9669645,7.1598167
5.863763,6.020394
4.056062,7.2971773
4.8409524,7.240411
