,Unnamed: 0,word_freq_zh,cs_word_pos_zh,cs_word_length_zh,ngram_surp_zh,zh_word_index
222,222,8.45004673395084,P,1,8.6211851,1
223,223,3.9353155417727903,DEG,1,4.525516,13
224,224,6.9939943419764,CD,1,11.1135231,9
225,225,17.7648409224348,NN,2,14.3111705,1
226,226,8.30053886491148,AD,1,7.4112498,4
227,227,21.0671644593826,VV,2,16.585165,8
228,228,16.9817161675826,NN,1,24.9753473,13
229,229,9.97725386494945,P,1,5.5365559,1
230,230,6.51320196568733,P,1,5.6988238,1
231,231,6.43900552066259,VC,1,7.1775366,1
232,232,12.1107404923812,VV,1,17.1648263,4
233,233,15.4625206588513,NN,2,17.055028,6
234,234,11.48966025401,NT,2,13.3248562,2
235,235,6.9939943419764,CD,1,13.0956335,1
236,236,13.9175237206917,NN,2,15.132837,9
237,237,15.0955715387635,NN,2,16.671737,4
238,238,11.4721846033347,NN,2,9.3059809,14
239,239,12.6669041945146,NN,1,17.6252452,5
240,240,9.55418322723403,CD,1,15.7905713,4
241,241,17.7648409224348,NN,2,18.067158,2
242,242,3.9353155417727903,DEG,1,28.091277,7
243,243,9.20076377903289,P,1,9.2734121,2
244,244,8.92347753506678,AD,1,28.55167,9
245,245,7.95865043824743,DT,1,11.3104,3
246,246,10.3669224104711,VV,2,13.1088282,2
247,247,15.2216138644913,VV,2,17.110903,2
248,248,20.6924250652975,NN,2,22.515835,0
