retrained_eng_ngram_surp,retrained_zh_ngram_surp
4.7417316,7.180354
8.308473,7.0570436
3.1638799,7.1807833
6.7056246,7.1670523
4.944566,7.21781
3.695832,7.1670523
6.7056246,7.8777566
4.1099763,6.3962607
8.248479,6.284638
4.260322,7.239988
7.267628,7.1598167
4.542011,6.2888374
2.9203186,7.4153876
8.437447,7.39772
8.34086,7.1670523
3.8734188,6.558925
2.7664437,7.1598167
3.8198802,6.7531214
5.362735,6.6978993
4.1789637,5.9779387
7.70708,6.829716
6.6097817,7.1670523
3.8771927,7.289942
1.2904496,7.3514414
7.7139435,6.132743
6.6615815,7.481098
7.681592,7.1670523
2.4515593,7.1940947
3.4567983,7.3514414
4.0406356,7.1875896
5.313124,7.3514414
6.7056246,7.1807833
4.099457,7.8777566
4.812481,7.21781
3.7539277,7.198451
4.2677684,7.1670523
2.8165655,7.1875896
4.6611304,6.8726544
5.561379,7.3514414
8.248479,6.284638
3.048534,7.1670523
3.060044,7.180354
5.274638,7.310274
4.734298,7.239988
7.8859935,7.2971773
7.6812205,7.1875896
5.754121,7.1670523
2.8165655,7.180354
6.7056246,6.9234123
4.9370923,8.026758
7.8276305,6.572656
2.589955,4.9408293
4.412863,7.481098
4.7388287,7.1807833
4.412863,7.8777566
3.1844795,7.583359
5.548935,7.3514414
1.6587993,6.315496
6.3285995,7.21781
4.3154798,7.1670523
5.9844146,7.3514414
4.184001,7.1670523
6.5626197,7.3514414
6.0966105,6.8685575
2.3375313,6.2062354
5.641817,6.3825297
2.6950684,7.21781
4.2874317,7.249384
7.9561386,6.558925
4.636653,7.21781
7.77239,6.572656
3.280226,7.1875896
4.784338,7.1670523
3.8198802,6.757104
5.496259,7.193344
6.413829,7.3514414
7.5186167,7.2348633
5.206312,7.1735477
7.131069,7.1670523
5.313124,7.3514414
4.251194,7.289942
4.099457,7.8777566
8.248479,7.3514414
5.9746003,7.1875896
5.0726075,7.1670523
3.8397355,7.1735477
4.5743814,7.2971773
6.7056246,7.211736
3.3978915,7.1735477
6.7056246,8.026758
8.248479,7.3514414
2.3925319,7.239988
5.088575,7.1670523
3.482289,7.2105746
6.093677,6.8863854
1.1045711,6.315496
5.700394,7.310274
3.303035,7.2624965
2.788081,7.3416157
6.7056246,7.1807833
5.4049664,7.310274
4.020169,7.583359
7.3778577,7.1670523
8.790833,7.3514414
7.3537393,7.1670523
8.683694,7.1807833
5.6005754,7.1670523
4.171899,7.239988
4.395783,6.417439
7.775538,7.1807833
2.3470836,7.3514414
4.542842,7.1875896
5.042717,7.3514414
5.042717,7.3514414
6.9989266,5.580385
3.3841074,7.1807833
3.8513389,7.3514414
3.8952818,6.572656
4.4954853,7.2162104
7.8766174,7.1807833
6.545928,7.3514414
5.1938505,7.8777566
1.8142312,7.103322
6.7056246,7.2971773
6.7056246,6.132743
7.72554,5.096284
4.094262,7.666819
8.116379,7.290515
7.8522363,7.3514414
3.2453601,6.8863854
3.072779,6.8863854
3.8552983,7.1670523
4.2305837,7.2971773
7.3516107,6.572656
4.7931046,7.249384
4.702892,7.2971773
4.644217,7.3514414
8.853194,7.275574
8.248479,7.3794913
4.557997,7.21781
3.106997,7.3514414
1.3821617,7.3514414
5.315068,7.3514414
6.2249837,6.284638
3.1910222,7.3514414
3.5722573,7.1735477
3.0787773,7.2624965
6.7056246,6.315496
2.3709662,7.1598167
6.649292,7.1807833
4.127321,7.239988
5.339269,7.3514414
6.4799466,7.3514414
4.557997,7.21781
3.1844795,5.852949
7.938411,7.3514414
7.8276305,6.558925
5.3676314,7.290987
4.3520617,7.3514414
3.6559963,6.9635043
3.7083845,6.9234123
5.122342,7.1807833
3.4567983,7.3514414
2.8384914,7.21781
8.248479,7.3514414
1.2626079,7.1670523
2.4234369,6.572656
2.9238555,7.239988
5.500969,7.344206
7.304505,7.211736
3.4880435,5.0202203
4.4297132,8.026758
4.9928894,6.715567
7.9449205,7.2421484
8.735376,6.94559
4.040439,7.1807833
4.1546173,7.235478
4.3520617,7.3514414
3.4477258,7.239988
4.876237,7.21781
8.638679,7.1670523
3.6417081,7.1670523
3.9303598,7.21781
8.248479,7.3514414
4.6029277,7.1807833
6.1008515,7.1670523
4.439355,7.0391965
3.092526,5.7636557
7.2897034,7.1670523
8.883058,7.3514414
3.1665976,7.1670523
4.000027,7.1598167
7.796556,7.1875896
4.3388443,6.415766
4.5506535,7.180354
7.4386005,7.1875896
8.248479,7.21781
3.4179318,7.1807833
7.153902,7.21781
3.7008493,7.202339
3.667266,6.893192
6.20313,7.257902
7.9690666,7.3514414
4.86105,7.2624745
3.2402825,6.3875637
5.1253643,7.1670523
5.595085,7.1670523
3.3654277,6.8863854
3.312747,7.1875896
4.4094176,7.0027795
3.8198802,6.9982142
6.4799466,7.3514414
7.20813,7.1807833
5.8499928,7.3514414
7.5534906,7.1867003
8.025264,6.8863854
4.561653,6.8863854
7.856711,7.1735477
3.255646,6.51126
4.243742,7.2262516
7.873079,6.558925
7.680295,6.8863854
7.0731597,7.1807833
8.248479,7.1867003
5.2509327,7.2105746
5.4081907,7.344206
4.9612117,7.3514414
5.6770144,7.1807833
6.55797,7.1598167
6.81748,7.3514414
6.578812,7.3514414
8.203254,7.344206
